GIDTR,State,State_name,County,County_name,Tract,Num_BGs_in_Tract,pct_Prs_Blw_Pov_Lev_ACS__,pct_Civ_unemp_16p_ACS__,pct_Not_HS_Grad_ACS__,pct_College_ACS__,pct_Renter_Occp_HU_ACS__,pct_Vacant_Units_ACS__,No_Health_Ins_ACS__,pct_Males_ACS__,pct_NH_White_alone_ACS__,pct_NH_Blk_alone_ACS__,Tot_Population_ACS__,LAND_AREA,pct_Pop_25_44_ACS__,pct_Pop_Below25_ACS__,pct_Pop_45plus_ACS__,Pop_density_calculated_ACS,Pct_No_Health_Ins_CALCULATED_ACS__,Med_HHD_Inc_Thousands_ACS__,dist_general_km,dist_sud_km,general_facility_count,sud_facility_count,general_facility_count_5km,sud_facility_count_5km,general_facilities_per_10k,sud_facilities_per_10k,general_facilities_per_10k_5km,sud_facilities_per_10k_5km,accessibility_general_2sfca_10km_per10k,accessibility_sud_2sfca_10km_per10k,accessibility_general_2sfca_20km_per10k,accessibility_sud_2sfca_20km_per10k,accessibility_general_2sfca_30km_per10k,accessibility_sud_2sfca_30km_per10k,Intent,Period,Count,Rate,Rate_M,Rate_M_CI,Rate_Independent,Med_HHD_Inc_Thousands_ACS___Neighbor_1,Med_HHD_Inc_Thousands_ACS___Neighbor_Avg,pct_Renter_Occp_HU_ACS___Neighbor_1,pct_Renter_Occp_HU_ACS___Neighbor_Avg,pct_Prs_Blw_Pov_Lev_ACS___Neighbor_1,pct_Prs_Blw_Pov_Lev_ACS___Neighbor_Avg,pct_Vacant_Units_ACS___Neighbor_1,pct_Vacant_Units_ACS___Neighbor_Avg,Pct_No_Health_Ins_CALCULATED_ACS___Neighbor_1,Pct_No_Health_Ins_CALCULATED_ACS___Neighbor_Avg,Rate_Independent_Neighbor_1,Rate_Independent_Neighbor_Avg,year_pair,Cluster_ID
53033010800,53,Washington,33,King County,10800,3,10.38,2.44,7.09,50.57,25.09,2.59,101.0,52.52,50.11,11.02,4893.0,1.599,36.77,18.95,36.74,3060.04,2.06,126.648,1.89,1.793,0,0,4,9,0.0,0.0,8.175,18.394,0.938,0.704,0.993,0.529,1.093,0.484,Drug_OD,TTM,1-9,39.9,1.0,24.4-77.4,30.3,92.396,101.764,47.2,49.137,8.93,14.863,0.45,1.9,2.04,5.457,30.3,29.833,2024→2025,3
53033011001,53,Washington,33,King County,11001,3,32.59,3.34,28.43,24.97,56.26,3.31,292.0,49.6,15.12,34.04,5177.0,0.417,29.07,22.08,43.64,12414.87,5.64,42.039,1.726,1.774,0,0,5,8,0.0,0.0,9.658,15.453,0.87,0.653,1.051,0.514,1.143,0.485,Drug_OD,TTM,16,68.1,0.0,,72.4,98.716,106.715,65.67,48.57,5.9,4.637,13.45,9.957,7.24,9.76,72.4,72.4,2024→2025,3
53033011101,53,Washington,33,King County,11101,4,5.9,2.71,12.07,40.17,65.67,13.45,367.0,45.37,30.99,25.82,5069.0,0.439,35.69,22.25,37.05,11546.7,7.24,98.716,1.524,1.512,0,0,5,9,0.0,0.0,9.864,17.755,0.858,0.626,1.067,0.511,1.149,0.488,Drug_OD,TTM,16,68.1,0.0,,72.4,42.039,87.823,56.26,45.433,32.59,13.533,3.31,6.577,5.64,9.227,72.4,72.4,2024→2025,3
53033011102,53,Washington,33,King County,11102,4,4.91,5.17,3.01,57.26,41.03,2.26,566.0,52.49,44.24,12.44,5468.0,0.503,32.11,17.93,42.56,10870.78,10.35,125.179,1.553,1.557,0,0,5,8,0.0,0.0,9.144,14.631,0.945,0.599,1.129,0.517,1.185,0.495,Drug_OD,TTM,16,68.1,0.0,,72.4,98.716,118.441,65.67,38.573,5.9,4.16,13.45,9.967,7.24,7.033,72.4,55.0,2024→2025,3
53033011200,53,Washington,33,King County,11200,3,21.52,5.59,20.03,31.59,58.38,2.76,449.0,51.92,37.01,10.66,3902.0,0.959,32.44,24.68,37.16,4068.82,11.51,81.724,2.183,0.75,0,2,8,8,0.0,5.126,20.502,20.502,0.904,0.669,0.982,0.52,1.111,0.487,Drug_OD,TTM,1-9,42.9,1.0,23.7-92.5,43.4,94.671,78.565,44.9,51.543,3.99,17.533,9.55,8.433,3.49,9.4,43.4,55.133,2024→2025,3
53033011300,53,Washington,33,King County,11300,5,3.99,2.94,7.86,46.05,44.9,9.55,217.0,48.01,49.3,11.74,6219.0,1.32,36.95,17.74,39.8,4711.36,3.49,94.671,1.527,1.089,0,0,5,6,0.0,0.0,8.04,9.648,0.795,0.615,0.932,0.512,1.08,0.486,Drug_OD,TTM,1-9,42.9,1.0,23.7-92.5,43.4,105.152,88.679,50.67,51.643,18.07,16.303,0.9,2.833,9.65,10.943,28.9,33.733,2024→2025,3
53033011401,53,Washington,33,King County,11401,3,18.07,6.08,8.9,35.28,50.67,0.9,502.0,49.08,53.25,13.74,5204.0,0.476,43.2,19.22,34.54,10932.77,9.65,105.152,0.592,1.05,0,0,4,6,0.0,0.0,7.686,11.53,0.622,0.485,0.846,0.478,1.005,0.459,Drug_OD,TTM,1-9,31.4,1.0,19.0-61.4,28.9,121.182,98.338,26.37,39.05,5.05,6.12,5.7,6.697,1.68,5.613,28.9,33.733,2024→2025,0
53033011402,53,Washington,33,King County,11402,3,9.32,2.7,7.14,38.61,45.88,4.84,511.0,49.69,36.9,6.99,4379.0,0.458,36.29,18.18,36.29,9561.14,11.67,79.162,1.509,0.721,0,1,5,7,0.0,2.284,11.418,15.985,0.551,0.427,0.784,0.46,0.981,0.456,Drug_OD,TTM,1-9,31.4,1.0,19.0-61.4,28.9,103.068,109.801,27.11,34.717,8.52,10.547,5.58,4.06,3.25,4.86,28.9,28.9,2024→2025,0
53033011500,53,Washington,33,King County,11500,3,5.05,2.47,1.53,61.49,26.37,5.7,71.0,45.4,70.47,1.54,4220.0,0.594,35.17,14.95,43.91,7104.38,1.68,121.182,0.829,1.814,0,0,4,4,0.0,0.0,9.479,9.479,0.577,0.437,0.813,0.467,0.984,0.459,Drug_OD,TTM,1-9,31.4,1.0,19.0-61.4,28.9,105.152,124.828,50.67,38.293,18.07,10.72,0.9,3.763,9.65,7.673,28.9,28.9,2024→2025,0
53033011601,53,Washington,33,King County,11601,2,4.77,3.7,3.0,75.93,18.33,5.55,57.0,47.34,73.76,1.73,3361.0,0.6,30.32,15.95,48.05,5601.67,1.7,190.169,2.023,2.458,0,0,4,2,0.0,0.0,11.901,5.951,0.462,0.347,0.745,0.444,0.94,0.444,Drug_OD,TTM,1-9,31.4,1.0,19.0-61.4,28.9,137.955,112.766,24.54,32.263,2.71,5.693,0.0,3.513,2.21,5.187,28.9,28.9,2024→2025,0
53033011602,53,Washington,33,King County,11602,3,2.71,3.22,1.76,69.72,24.54,0.0,79.0,48.62,84.45,1.31,3581.0,0.605,30.27,15.66,45.9,5919.01,2.21,137.955,2.022,3.145,0,0,3,2,0.0,0.0,8.378,5.585,0.497,0.388,0.767,0.455,0.951,0.447,Drug_OD,TTM,1-9,31.4,1.0,19.0-61.4,28.9,190.169,151.774,18.33,25.92,4.77,4.233,5.55,4.873,1.7,1.577,28.9,29.367,2024→2025,0
53033011700,53,Washington,33,King County,11700,4,15.61,5.98,22.42,24.51,34.98,6.06,413.0,49.94,18.88,18.15,5719.0,1.357,26.26,19.09,47.28,4214.44,7.22,88.994,0.588,1.217,1,0,6,7,1.749,0.0,10.491,12.24,0.993,0.661,1.055,0.522,1.171,0.498,Drug_OD,TTM,1-9,30.0,1.0,16.0-66.5,30.2,83.958,82.309,32.97,40.58,4.04,9.557,3.79,8.207,15.22,11.033,30.2,58.333,2024→2025,0
53033011801,53,Washington,33,King County,11801,3,3.1,6.7,16.23,46.87,39.01,14.16,377.0,44.54,26.63,15.47,3226.0,0.448,32.83,26.35,32.12,7200.89,11.69,96.25,0.35,0.37,1,1,3,7,3.1,3.1,9.299,21.699,0.853,0.548,1.041,0.499,1.148,0.481,Drug_OD,TTM,16,68.1,0.0,,72.4,66.719,93.631,49.76,41.923,21.53,14.017,6.67,4.997,6.19,7.92,72.4,58.333,2024→2025,3
53033011802,53,Washington,33,King County,11802,3,21.53,10.31,10.11,36.91,49.76,6.67,281.0,47.07,29.96,44.23,4542.0,0.44,30.25,25.5,39.19,10322.73,6.19,66.719,1.281,1.299,0,0,5,7,0.0,0.0,11.008,15.412,0.825,0.509,1.007,0.484,1.148,0.479,Drug_OD,TTM,16,68.1,0.0,,72.4,96.25,114.509,39.01,21.093,3.1,10.603,14.16,11.013,11.69,9.763,72.4,57.833,2024→2025,3
53033011901,53,Washington,33,King County,11901,3,8.49,5.45,15.84,38.5,15.94,6.91,580.0,53.31,27.57,11.11,4571.0,0.65,26.45,24.44,45.37,7032.31,12.69,144.23,2.315,1.028,0,1,8,10,0.0,2.188,17.502,21.877,0.892,0.518,1.0,0.489,1.151,0.493,Drug_OD,TTM,1-9,30.0,1.0,16.0-66.5,30.2,69.708,73.462,39.52,40.75,24.43,16.667,3.29,4.583,9.01,10.14,53.9,52.167,2024→2025,0
53033011902,53,Washington,33,King County,11902,3,20.22,0.9,13.87,31.31,8.33,11.97,156.0,48.68,39.72,23.46,3180.0,0.61,33.71,16.89,44.94,5213.11,4.91,103.047,2.677,1.925,0,0,10,5,0.0,0.0,31.447,15.723,0.915,0.465,1.033,0.482,1.167,0.488,Drug_OD,TTM,14,76.4,0.0,,70.9,114.277,108.409,18.48,28.06,4.45,11.49,0.0,4.527,3.38,7.42,70.9,57.833,2024→2025,3
53033020100,53,Washington,33,King County,20100,3,9.75,3.48,2.59,66.35,13.8,0.67,78.0,45.78,76.87,0.35,3416.0,0.682,16.95,19.41,62.2,5008.8,2.28,119.737,1.783,3.813,0,0,2,1,0.0,0.0,5.855,2.927,0.347,0.235,0.523,0.272,0.617,0.329,Drug_OD,TTM,1-9,24.1,1.0,13.8-50.0,14.6,106.711,116.598,27.92,36.28,8.34,9.027,1.17,1.667,3.49,4.017,14.6,14.6,2024→2025,0
53033020200,53,Washington,33,King County,20200,4,8.34,2.44,4.36,53.28,27.92,1.17,199.0,46.32,78.49,4.67,5695.0,1.001,23.07,17.86,54.73,5689.31,3.49,106.711,0.654,2.651,1,0,3,3,1.756,0.0,5.268,5.268,0.414,0.284,0.579,0.307,0.65,0.348,Drug_OD,TTM,1-9,24.1,1.0,13.8-50.0,14.6,155.603,117.256,22.9,33.103,7.74,9.097,1.84,2.377,2.91,5.03,14.6,24.233,2024→2025,0
53033020301,53,Washington,33,King County,20301,2,9.8,4.72,5.12,49.54,62.61,4.62,340.0,51.37,55.73,3.06,3436.0,0.487,33.96,21.51,42.18,7055.44,9.9,76.429,0.369,2.597,1,0,3,3,2.91,0.0,8.731,8.731,0.425,0.278,0.58,0.311,0.646,0.351,Drug_OD,TTM,1-9,48.7,1.0,28.2-99.8,43.5,89.188,95.843,39.25,34.05,13.45,8.723,6.63,3.477,2.9,3.343,43.5,33.867,2024→2025,3
53033020302,53,Washington,33,King County,20302,3,13.45,4.68,6.66,42.72,39.25,6.63,115.0,48.65,55.58,5.9,3969.0,0.5,29.58,17.25,46.86,7938.0,2.9,89.188,1.168,1.805,0,0,4,4,0.0,0.0,10.078,10.078,0.466,0.29,0.627,0.318,0.674,0.354,Drug_OD,TTM,1-9,48.7,1.0,28.2-99.8,43.5,76.429,102.63,62.61,44.077,9.8,7.747,4.62,4.263,9.9,6.247,43.5,28.167,2024→2025,3
53033020401,53,Washington,33,King County,20401,3,4.38,8.66,5.44,38.74,34.98,2.63,149.0,46.41,63.99,10.22,4090.0,0.893,32.57,25.01,39.32,4580.07,3.64,91.629,0.895,2.083,1,0,4,3,2.445,0.0,9.78,7.335,0.514,0.308,0.659,0.356,0.693,0.375,Drug_OD,TTM,1-9,48.7,1.0,28.2-99.8,43.5,76.429,96.807,62.61,45.83,9.8,9.683,4.62,4.38,9.9,5.263,43.5,37.8,2024→2025,3
53033020402,53,Washington,33,King County,20402,4,7.23,7.39,4.1,53.59,31.9,2.67,262.0,52.19,78.33,3.09,5400.0,1.077,29.69,26.11,42.5,5013.93,4.85,116.198,1.192,2.245,0,0,4,3,0.0,0.0,7.407,5.556,0.61,0.295,0.697,0.374,0.722,0.386,Drug_OD,TTM,1-9,12.3,1.0,6.4-28.0,11.9,91.629,143.77,34.98,20.54,4.38,3.487,2.63,1.5,3.64,2.353,43.5,22.433,2024→2025,0
53033020500,53,Washington,33,King County,20500,5,5.8,1.67,3.86,55.3,35.63,1.89,224.0,48.44,54.29,4.51,7498.0,1.051,30.21,18.3,42.77,7134.16,2.99,124.803,2.179,0.412,0,1,7,4,0.0,1.334,9.336,5.335,0.668,0.335,0.754,0.368,0.758,0.384,Drug_OD,TTM,1-9,26.9,1.0,13.9-61.7,26.4,143.981,117.767,11.6,24.76,2.44,4.9,6.18,4.13,3.19,3.117,26.4,28.967,2024→2025,0
53033020600,53,Washington,33,King County,20600,4,2.44,0.42,6.17,46.33,11.6,6.18,120.0,55.55,47.99,12.24,3759.0,0.765,31.58,22.77,38.31,4913.73,3.19,143.981,2.485,1.156,0,0,7,3,0.0,0.0,18.622,7.981,0.606,0.326,0.718,0.349,0.733,0.372,Drug_OD,TTM,1-9,26.9,1.0,13.9-61.7,26.4,87.481,100.491,58.02,44.3,11.0,10.083,1.99,3.503,5.65,3.847,14.6,28.167,2024→2025,0
53033020700,53,Washington,33,King County,20700,3,11.0,5.06,5.8,46.49,58.02,1.99,252.0,50.76,55.16,11.61,4460.0,0.661,34.89,19.71,40.53,6747.35,5.65,87.481,1.683,0.585,0,1,7,3,0.0,2.242,15.695,6.726,0.546,0.311,0.687,0.333,0.716,0.362,Drug_OD,TTM,1-9,24.1,1.0,13.8-50.0,14.6,143.981,129.591,11.6,24.583,2.44,7.877,6.18,4.883,3.19,3.0,26.4,28.167,2024→2025,0
53033020800,53,Washington,33,King County,20800,3,7.74,6.18,4.17,59.62,22.9,1.84,133.0,50.12,67.11,3.24,4573.0,1.274,19.2,22.93,53.69,3589.48,2.91,155.603,1.009,2.083,0,0,3,3,0.0,0.0,6.56,6.56,0.511,0.293,0.652,0.31,0.694,0.353,Drug_OD,TTM,1-9,24.1,1.0,13.8-50.0,14.6,106.711,100.258,27.92,38.03,8.34,8.87,1.17,2.907,3.49,4.627,14.6,14.6,2024→2025,0
53033020900,53,Washington,33,King County,20900,3,7.27,4.08,3.05,66.56,28.15,5.56,173.0,51.53,69.4,2.08,3650.0,1.753,32.77,16.5,44.41,2082.14,4.74,106.583,2.58,1.706,0,0,10,6,0.0,0.0,27.397,16.438,0.658,0.319,0.761,0.311,0.765,0.324,Drug_OD,TTM,1-9,24.1,1.0,13.8-50.0,14.6,50.438,83.418,63.92,57.003,17.8,16.607,1.08,2.07,5.7,3.883,98.9,70.8,2024→2025,0
53033021000,53,Washington,33,King County,21000,5,9.05,3.42,8.75,50.15,23.42,5.72,136.0,53.26,59.33,14.83,5813.0,1.015,34.34,10.46,47.61,5727.09,2.34,112.702,2.227,1.354,0,0,18,8,0.0,0.0,30.965,13.762,0.716,0.341,0.804,0.36,0.796,0.334,Drug_OD,TTM,1-9,28.4,1.0,14.6-65.6,17.0,118.638,126.77,25.72,21.673,8.15,6.157,6.77,5.51,3.81,3.173,98.9,47.433,2024→2025,0
53033021100,53,Washington,33,King County,21100,3,7.88,3.69,2.95,57.25,27.7,3.58,107.0,50.25,70.39,2.78,4245.0,1.011,35.22,14.8,43.8,4198.81,2.52,117.692,1.732,1.262,0,0,18,9,0.0,0.0,42.403,21.201,0.802,0.344,0.838,0.375,0.821,0.391,Drug_OD,TTM,1-9,28.4,1.0,14.6-65.6,17.0,112.702,109.196,23.42,37.11,9.05,10.333,5.72,3.967,2.34,3.34,17.0,35.0,2024→2025,0
53033021300,53,Washington,33,King County,21300,3,6.76,4.77,4.72,59.7,41.66,6.88,193.0,49.56,60.46,11.21,4203.0,0.689,28.86,21.15,46.23,6100.15,4.59,101.453,0.718,2.41,1,0,9,6,2.379,0.0,21.413,14.276,0.892,0.321,0.888,0.391,0.847,0.403,Drug_OD,TTM,1-9,21.9,1.0,12.4-46.0,61.6,65.804,105.29,91.58,56.563,13.14,10.493,13.29,7.8,9.39,7.867,61.6,45.033,2024→2025,3
53033021400,53,Washington,33,King County,21400,3,3.19,2.25,0.51,69.42,18.31,1.87,39.0,45.82,81.43,0.0,4027.0,1.211,21.38,21.81,51.78,3325.35,0.97,165.385,2.116,1.68,0,0,4,3,0.0,0.0,9.933,7.45,0.815,0.327,0.814,0.384,0.804,0.398,Drug_OD,TTM,1-9,12.3,1.0,6.4-28.0,11.9,101.453,133.517,41.66,28.54,6.76,5.15,6.88,2.923,4.59,3.343,61.6,33.3,2024→2025,0
53033021500,53,Washington,33,King County,21500,4,2.89,4.14,1.54,69.71,8.33,0.0,125.0,51.67,79.01,1.23,5111.0,1.335,26.61,22.99,44.63,3828.46,2.45,174.295,1.938,3.178,0,0,3,1,0.0,0.0,5.87,1.957,0.703,0.278,0.757,0.399,0.767,0.405,Drug_OD,TTM,1-9,12.3,1.0,6.4-28.0,11.9,104.824,128.802,30.9,27.037,11.11,7.177,5.41,3.317,5.08,3.633,11.9,11.9,2024→2025,0
53033021600,53,Washington,33,King County,21600,4,11.11,7.48,1.97,58.24,30.9,5.41,264.0,50.95,70.05,2.39,5195.0,1.106,31.41,18.25,42.89,4697.11,5.08,104.824,0.91,4.434,1,0,5,1,1.925,0.0,9.625,1.925,0.689,0.23,0.747,0.398,0.759,0.402,Drug_OD,TTM,1-9,12.3,1.0,6.4-28.0,11.9,174.295,143.149,8.33,30.887,2.89,5.32,0.0,3.657,2.45,4.563,11.9,13.2,2024→2025,0
53033021701,53,Washington,33,King County,21701,3,4.23,4.71,1.75,63.3,32.38,8.39,224.0,48.17,55.43,3.7,4407.0,0.993,35.15,18.92,38.92,4438.07,5.08,174.732,1.488,6.034,0,0,4,0,0.0,0.0,9.076,0.0,0.678,0.172,0.708,0.379,0.732,0.393,Drug_OD,TTM,1-9,12.3,1.0,6.4-28.0,11.9,80.419,103.592,51.95,43.243,8.84,8.347,2.58,4.81,6.16,4.193,15.8,15.067,2024→2025,0
53033021702,53,Washington,33,King County,21702,3,8.84,1.28,4.76,52.09,51.95,2.58,313.0,56.3,61.83,3.62,5082.0,1.177,35.4,16.69,41.48,4317.76,6.16,80.419,1.264,6.003,0,0,5,0,0.0,0.0,9.839,0.0,0.808,0.178,0.789,0.385,0.784,0.397,Drug_OD,TTM,1-9,14.1,1.0,7.1-33.1,15.8,174.732,153.973,32.38,33.407,4.23,4.043,8.39,5.53,5.08,4.127,11.9,15.067,2024→2025,0
53033021802,53,Washington,33,King County,21802,4,5.59,2.47,4.08,53.75,38.9,2.78,219.0,49.8,62.32,0.7,6187.0,1.889,34.67,27.31,34.21,3275.28,3.54,130.568,0.619,7.451,1,0,5,0,1.616,0.0,8.081,0.0,0.664,0.055,0.661,0.337,0.707,0.378,Drug_OD,TTM,1-9,20.1,1.0,11.3-42.5,17.5,120.409,116.81,43.36,41.163,3.06,3.663,17.23,10.01,2.12,3.85,17.5,10.833,2024→2025,0
53033021803,53,Washington,33,King County,21803,4,5.09,3.65,1.71,56.8,46.88,6.44,83.0,49.74,78.46,1.12,6180.0,1.264,33.58,21.29,40.15,4889.24,1.34,125.534,0.65,6.45,1,0,6,0,1.618,0.0,9.709,0.0,0.729,0.118,0.75,0.389,0.764,0.402,Drug_OD,TTM,1-9,20.1,1.0,11.3-42.5,17.5,120.409,125.187,43.36,42.563,3.06,5.377,17.23,9.4,2.12,4.453,17.5,15.067,2024→2025,0
53033021804,53,Washington,33,King County,21804,4,3.06,4.31,7.03,55.78,43.36,17.23,109.0,48.64,63.33,3.01,5148.0,1.197,27.0,30.24,36.83,4300.75,2.12,120.409,0.621,6.72,1,0,6,0,1.943,0.0,11.655,0.0,0.672,0.065,0.691,0.358,0.724,0.386,Drug_OD,TTM,1-9,20.1,1.0,11.3-42.5,17.5,125.534,126.601,46.88,42.013,5.09,4.607,6.44,4.31,1.34,3.28,17.5,17.5,2024→2025,0
53033021903,53,Washington,33,King County,21903,4,7.14,6.2,6.39,49.15,44.9,6.7,177.0,49.26,63.43,3.53,6226.0,1.226,27.93,22.66,44.45,5078.3,2.84,89.155,0.164,2.95,7,0,12,1,11.243,0.0,19.274,1.606,0.932,0.181,0.914,0.356,0.887,0.357,Drug_OD,TTM,1-9,14.7,1.0,7.0-37.0,17.1,136.929,121.011,30.37,35.907,8.31,8.767,4.28,7.53,3.17,4.757,17.1,22.9,2024→2025,0
53033021904,53,Washington,33,King County,21904,4,8.31,3.85,8.95,53.85,30.37,4.28,186.0,53.84,50.97,1.02,5866.0,1.32,32.56,25.88,32.94,4443.94,3.17,136.929,1.345,4.316,0,0,11,1,0.0,0.0,18.752,1.705,0.888,0.162,0.858,0.301,0.852,0.338,Drug_OD,TTM,1-9,14.7,1.0,7.0-37.0,17.1,89.155,117.707,44.9,31.523,7.14,5.503,6.7,5.147,2.84,4.85,17.1,15.7,2024→2025,0
53033021905,53,Washington,33,King County,21905,4,3.08,3.89,0.72,52.8,22.71,7.0,244.0,49.44,58.62,0.0,5653.0,1.036,35.06,17.72,41.05,5456.56,4.32,124.111,2.366,4.731,0,0,14,1,0.0,0.0,24.766,1.769,0.849,0.116,0.822,0.362,0.82,0.399,Drug_OD,TTM,1-9,15.5,1.0,7.2-39.5,15.0,139.856,131.713,26.96,34.247,6.29,4.927,1.74,4.517,7.39,6.803,15.0,19.433,2024→2025,0
53033021906,53,Washington,33,King County,21906,3,6.29,3.13,4.56,63.44,26.96,1.74,362.0,53.48,53.46,0.73,4899.0,1.461,32.11,20.7,39.52,3353.18,7.39,139.856,1.471,5.279,0,0,14,0,0.0,0.0,28.577,0.0,0.85,0.108,0.781,0.349,0.791,0.383,Drug_OD,TTM,1-9,15.5,1.0,7.2-39.5,15.0,124.111,122.317,22.71,36.833,3.08,5.413,7.0,5.693,4.32,4.2,15.0,10.7,2024→2025,0
53033022001,53,Washington,33,King County,22001,3,3.14,7.41,4.95,64.98,40.26,3.71,262.0,50.66,70.94,0.34,5278.0,1.729,30.49,15.33,49.11,3052.63,4.96,123.7,1.744,4.462,0,0,15,1,0.0,0.0,28.42,1.895,0.872,0.133,0.829,0.377,0.821,0.4,Drug_OD,TTM,1-9,20.1,1.0,11.3-42.5,17.5,124.111,139.115,22.71,26.397,3.08,3.747,7.0,5.62,4.32,6.113,15.0,18.867,2024→2025,0
53033022003,53,Washington,33,King County,22003,4,5.35,10.67,3.43,59.89,35.52,8.1,436.0,55.42,68.18,2.53,5411.0,0.871,38.57,23.32,34.22,6212.4,8.06,131.582,0.831,2.434,1,0,14,1,1.848,0.0,25.873,1.848,0.91,0.158,0.899,0.358,0.867,0.349,Drug_OD,TTM,1-9,26.2,1.0,14.0-58.2,25.8,138.565,107.414,26.96,37.897,3.83,7.87,0.0,5.637,2.97,2.95,25.8,22.9,2024→2025,0
53033022005,53,Washington,33,King County,22005,4,12.64,2.12,1.39,56.04,41.83,10.21,140.0,47.51,53.07,1.28,4605.0,0.935,37.59,17.76,37.5,4925.13,3.04,94.521,0.686,1.591,1,0,10,1,2.172,0.0,21.716,2.172,0.963,0.209,0.956,0.31,0.916,0.36,Drug_OD,TTM,1-9,26.2,1.0,14.0-58.2,25.8,115.375,105.238,34.91,47.867,5.46,7.863,4.46,6.327,2.98,2.287,19.9,17.967,2024→2025,0
53033022006,53,Washington,33,King County,22006,3,5.46,2.06,4.29,61.13,34.91,4.46,121.0,53.27,71.48,0.39,4057.0,0.544,47.05,13.38,36.9,7457.72,2.98,115.375,0.741,1.103,0,0,10,1,0.0,0.0,24.649,2.465,0.961,0.216,0.987,0.326,0.936,0.37,Drug_OD,TTM,1-9,20.3,1.0,11.0-44.4,19.9,94.521,122.449,41.83,48.43,12.64,10.937,10.21,6.303,3.04,1.833,25.8,20.867,2024→2025,0
53033022101,53,Washington,33,King County,22101,4,2.88,1.89,3.55,61.55,16.12,0.0,176.0,49.69,76.88,1.12,5178.0,1.388,26.92,21.88,45.4,3730.55,3.4,173.246,1.977,3.984,0,0,5,2,0.0,0.0,9.656,3.862,0.943,0.271,0.916,0.408,0.862,0.416,Drug_OD,TTM,1-9,14.1,1.0,7.1-33.1,15.8,161.652,114.508,20.96,38.19,2.81,6.137,1.76,3.74,5.96,5.57,15.8,31.067,2024→2025,0
53033022102,53,Washington,33,King County,22102,4,2.81,2.1,3.63,56.15,20.96,1.76,397.0,47.34,65.29,0.62,6660.0,1.807,31.46,23.87,37.19,3685.67,5.96,161.652,2.649,4.113,0,0,12,1,0.0,0.0,18.018,1.502,0.97,0.229,0.891,0.397,0.852,0.409,Drug_OD,TTM,1-9,14.1,1.0,7.1-33.1,15.8,122.305,113.763,35.88,38.263,5.88,6.183,1.7,1.427,3.53,4.22,16.9,19.5,2024→2025,0
53033022201,53,Washington,33,King County,22201,3,5.88,6.73,4.66,40.93,35.88,1.7,170.0,51.91,79.66,0.04,4814.0,0.884,38.53,18.41,36.83,5445.7,3.53,122.305,2.208,2.61,0,0,13,2,0.0,0.0,27.005,4.155,0.937,0.208,0.941,0.383,0.889,0.361,Drug_OD,TTM,1-9,17.4,1.0,8.8-40.9,16.9,138.565,158.941,26.96,18.84,3.83,2.783,0.0,3.537,2.97,3.453,25.8,13.867,2024→2025,0
53033022203,53,Washington,33,King County,22203,4,2.44,5.75,1.36,73.46,25.55,5.31,62.0,51.51,71.2,0.73,5216.0,1.21,25.56,22.43,45.17,4310.74,1.19,142.898,2.068,0.941,0,0,10,1,0.0,0.0,19.172,1.917,1.028,0.246,1.048,0.359,0.971,0.387,Drug_OD,TTM,1-9,17.4,1.0,8.8-40.9,16.9,111.183,134.388,63.79,35.767,10.99,6.053,7.82,7.043,1.04,1.817,16.9,12.267,2024→2025,0
53033022204,53,Washington,33,King County,22204,3,3.83,1.87,3.62,50.96,26.96,0.0,106.0,50.81,74.03,1.68,3574.0,0.619,26.3,22.36,43.99,5773.83,2.97,138.565,1.07,2.169,0,0,12,1,0.0,0.0,33.576,2.798,0.895,0.177,0.913,0.367,0.875,0.354,Drug_OD,TTM,1-9,26.2,1.0,14.0-58.2,25.8,131.582,121.69,35.52,45.063,5.35,7.407,8.1,5.873,8.06,4.21,25.8,19.867,2024→2025,0
53033022205,53,Washington,33,King County,22205,3,10.99,3.67,2.87,65.29,63.79,7.82,43.0,50.44,69.15,1.5,4130.0,0.39,45.71,20.63,26.01,10589.74,1.04,111.183,1.022,0.669,0,1,10,1,0.0,2.421,24.213,2.421,0.931,0.205,0.965,0.322,0.925,0.367,Drug_OD,TTM,1-9,17.4,1.0,8.8-40.9,16.9,142.898,117.598,25.55,34.097,2.44,6.847,5.31,6.66,1.19,2.403,16.9,20.867,2024→2025,0
53033022300,53,Washington,33,King County,22300,2,1.71,2.82,1.05,73.81,8.6,8.85,37.0,49.03,78.46,1.31,2590.0,1.958,17.8,19.42,59.3,1322.78,1.43,176.607,3.614,2.972,0,0,3,4,0.0,0.0,11.583,15.444,1.25,0.358,1.124,0.47,1.006,0.41,Drug_OD,TTM,0,0.0,0.0,,0.0,132.188,132.464,17.21,26.213,4.58,4.3,8.59,5.2,1.34,2.02,0.0,11.267,2024→2025,0
53033022401,53,Washington,33,King County,22401,3,9.18,6.58,4.9,81.95,39.67,0.88,52.0,51.3,70.91,0.41,3661.0,0.928,34.94,22.07,36.95,3945.04,1.42,161.643,1.559,1.743,0,0,10,1,0.0,0.0,27.315,2.731,1.002,0.246,1.058,0.356,0.98,0.386,Drug_OD,TTM,1-9,20.3,1.0,11.0-44.4,19.9,115.375,144.747,34.91,36.927,5.46,7.393,4.46,6.36,2.98,4.657,19.9,19.9,2024→2025,0
